year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2024,Paraguay,paraguay,ngos,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"In September, the commission demanded detailed information from organizations implementing internationally funded projects, following a coordinated effort by ruling party-affiliated media to accuse nongovernmental organizations (NGOs) of improprieties."
2024,Paraguay,paraguay,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Days later, some submissions were leaked on social media and falsely alleged to be evidence of corruption by specific, named journalists and civil society organization activists."
2024,Paraguay,paraguay,civil society organization,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Days later, some submissions were leaked on social media and falsely alleged to be evidence of corruption by specific, named journalists and civil society organization activists."
2024,Paraguay,paraguay,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Days later, some submissions were leaked on social media and falsely alleged to be evidence of corruption by specific, named journalists and civil society organization activists."
2024,Paraguay,paraguay,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Some political actors publicly threatened to prosecute journalists for reporting on abuse of power and corruption by government officials.
2024,Paraguay,paraguay,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups Individual authorities sometimes used laws prohibiting libel, slander, and defamation to restrict public discussion or retaliate against journalists, media outlets, or media owners."
2024,Paraguay,paraguay,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups Individual authorities sometimes used laws prohibiting libel, slander, and defamation to restrict public discussion or retaliate against journalists, media outlets, or media owners."
2024,Paraguay,paraguay,ngos,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"NGOs reported criminal groups sought to inhibit freedom of expression, including for members of the press, through threats of violence and harassment, especially in areas along the border with Brazil."
2024,Paraguay,paraguay,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Candidates for office in trade unions had to work for a company and be active members of the union.
2024,Paraguay,paraguay,experts,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,OSH experts did not actively identify unsafe working conditions or respond to worker’s OSH complaints.
2024,Paraguay,paraguay,National Institute of Statistics,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"In 2022, the National Institute of Statistics estimated 63 percent of workers in nonagricultural sectors were in the informal economy, and for workers ages 15 to 19, this increased to 90 percent."
2024,Paraguay,paraguay,Charges Media and NGOs,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,Prolonged Detention without Charges Media and NGOs reported several cases of arbitrary arrest and detention during the year that were not officially reported to authorities.
2024,Paraguay,paraguay,ngos,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,Prolonged Detention without Charges Media and NGOs reported several cases of arbitrary arrest and detention during the year that were not officially reported to authorities.
2024,Peru,peru,journalists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: serious restrictions on freedom of expression and media freedom, including violence or threats of violence against journalists and censorship, and violence against union members."
2024,Peru,peru,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The government generally respected this right, but there was a significant increase in reported aggression against journalists who covered antigovernment protests."
2024,Peru,peru,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical Attacks, Imprisonment, and Pressure International and domestic organizations, including the National Journalists’ Association, the Institute for Press and Society, the Association of Foreign Press of Peru, the Ombudsman’s Office, and the National Coordinator for Human Rights, denounced attacks on journalists."
2024,Peru,peru,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Civil society reported an increase in government, police, and societal intimidation of journalists, particularly during antigovernment protests."
2024,Peru,peru,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,The National Journalists’ Association reported 251 individual attacks or forms of aggression against journalists between January and September.
2024,Peru,peru,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"A group of five women journalists, who worked in different media outlets, reported sexual harassment, intimidation, and threats, including receiving explicit photographs and images of weapons by the same individual."
2024,Peru,peru,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"A group of five women journalists, who worked in different media outlets, reported sexual harassment, intimidation, and threats, including receiving explicit photographs and images of weapons by the same individual."
2024,Peru,peru,civil society organization,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups The Legal Defense Institute, a civil society organization, stated persons linked to a wide array of political and economic interests threatened press freedom by intimidating local journalists who reported on their activities."
2024,Peru,peru,local journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups The Legal Defense Institute, a civil society organization, stated persons linked to a wide array of political and economic interests threatened press freedom by intimidating local journalists who reported on their activities."
2024,Peru,peru,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"It required reinstatement or compensation of workers fired for union activity, but workers faced prolonged judicial processes and lack of enforcement following dismissals for trade union activity."
2024,Peru,peru,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Some labor activists viewed these requirements as prohibitively high, particularly for small and medium-sized businesses, which represented almost 97 percent of all businesses."
2024,Peru,peru,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Workers faced prolonged administrative and judicial processes and lack of enforcement following dismissals for trade union activity.
2024,Peru,peru,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to labor nongovernmental organizations (NGOs) and labor experts, many fines went uncollected, in part because the government lacked an efficient tracking system and at times lacked political will."
2024,Peru,peru,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to labor nongovernmental organizations (NGOs) and labor experts, many fines went uncollected, in part because the government lacked an efficient tracking system and at times lacked political will."
2024,Peru,peru,experts,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to labor nongovernmental organizations (NGOs) and labor experts, many fines went uncollected, in part because the government lacked an efficient tracking system and at times lacked political will."
2024,Peru,peru,experts,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,Credible experts identified recurrent signs of torture practices in victims of 2022-23 protest violence.
2024,Peru,peru,experts,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"According to some experts, official reports did not capture signs of torture, only the outcome, such as “death” or “injury.” Some of these practices were reported to have taken place on the spot, spontaneously, and for punishment, not in a detention center as part of an organized scheme to extract information or similar goals."
2024,Peru,peru,international ngos,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Local and international NGOs stated the government did not effectively prevent such abuses, many victims did not file formal complaints against their alleged abusers, and those who did so had difficulty obtaining judicial redress and adequate compensation."
2024,Peru,peru,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and recognized the Peruvian Catholic Migration Commission as the official provider of technical assistance to refugees and asylum seekers.
2024,Peru,peru,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"Throughout the year, the Ministry of Foreign Affairs conducted a campaign in coordination with UNHCR to validate asylum requests and identify priority cases."
2024,Peru,peru,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"UNHCR and NGOs provided these refugees with humanitarian and emergency aid, legal assistance, documentation, and in exceptional cases, voluntary return and family reunification."
2024,Peru,peru,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"UNHCR and NGOs provided these refugees with humanitarian and emergency aid, legal assistance, documentation, and in exceptional cases, voluntary return and family reunification."
2024,Philippines,philippines,activists,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: arbitrary or unlawful killings; disappearances; torture or cruel, inhuman or degrading treatment or punishment; arbitrary arrest or detention; serious abuses in a conflict; unlawful recruitment or use of child soldiers by terrorists and groups in rebellion against the government; serious restrictions on freedom of expression and media freedom, including violence and threats of violence; and threats and violence against labor activists."
2024,Philippines,philippines,DAHAS PH,named (unclassified),pattern,medium,Section 1. Life,a. Extrajudicial Killings,rules,"Dahas PH, a research program of the University of the Philippines-Diliman, reported 266 drug-related deaths from January to August, of which DAHAS PH estimated 30 percent were by police and other security forces engaged in antidrug operations."
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Threats by government, allied groups, and powerful individuals against journalists, media organizations, government critics, and others continued."
2024,Philippines,philippines,Reporters Without Borders,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders’s 2024 World Press Freedom Index noted government-led targeted attacks and harassment against journalists continued and cited the growing concentration of national and regional media ownership among political and business elites.
2024,Philippines,philippines,World Press Freedom Index,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders’s 2024 World Press Freedom Index noted government-led targeted attacks and harassment against journalists continued and cited the growing concentration of national and regional media ownership among political and business elites.
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders’s 2024 World Press Freedom Index noted government-led targeted attacks and harassment against journalists continued and cited the growing concentration of national and regional media ownership among political and business elites.
2024,Philippines,philippines,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Some nongovernmental organizations (NGOs), however, maintained the chilling effect on public expression engendered under former President Duterte continued."
2024,Philippines,philippines,ngos,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Some nongovernmental organizations (NGOs), however, maintained the chilling effect on public expression engendered under former President Duterte continued."
2024,Philippines,philippines,academics,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The practice of “red-tagging” – labeling human rights advocates, unions, religious groups, academics, environmental activists, Indigenous peoples organizations, and media organizations as fronts for or clandestine members of insurgent and other political groups – continued, albeit at lower levels."
2024,Philippines,philippines,activists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"The practice of “red-tagging” – labeling human rights advocates, unions, religious groups, academics, environmental activists, Indigenous peoples organizations, and media organizations as fronts for or clandestine members of insurgent and other political groups – continued, albeit at lower levels."
2024,Philippines,philippines,civil society groups,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Per civil society groups, the practice was intended to silence criticism of the government, intimidate opponents in local disputes, or provoke violence or legal action against political opponents."
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,In September the National Union of Journalists of the Philippines reported 25 incidents of red-tagging but did not provide details.
2024,Philippines,philippines,civil society groups,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Civil society groups expressed concern regarding implementation of the Anti-Terrorism Act of 2020, which some claimed was prone to abuse and could be used to restrict or bar common forms of speech or political activities."
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"In 2022 the Supreme Court declared unconstitutional the part of the law defining terrorism, deeming it “overbroad and violative of freedom of expression.” Physical Attacks, Imprisonment, and Pressure Journalists faced harassment, threats of violence, and violence from individual politicians, government authorities, and powerful private persons critical of their reporting."
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Physical attacks against journalists continued, and several cases from previous years remained unresolved."
2024,Philippines,philippines,Reporters Without Borders,international NGO,gazetteer,high,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders in its 2024 World Press Freedom Index noted that government-led targeted attacks and harassment against journalists continued.
2024,Philippines,philippines,World Press Freedom Index,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders in its 2024 World Press Freedom Index noted that government-led targeted attacks and harassment against journalists continued.
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Reporters Without Borders in its 2024 World Press Freedom Index noted that government-led targeted attacks and harassment against journalists continued.
2024,Philippines,philippines,journalist,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Mabasa’s was the most high-profile murder of a journalist under the Marcos administration.
2024,Philippines,philippines,In May the NGO Center for Media Freedom and Responsibility,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,In May the NGO Center for Media Freedom and Responsibility released its findings on the state of media freedom and reported 19 cases of surveillance from July 2022 to April 2024.
2024,Philippines,philippines,ngo,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,In May the NGO Center for Media Freedom and Responsibility released its findings on the state of media freedom and reported 19 cases of surveillance from July 2022 to April 2024.
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Censorship by Governments, Military, Intelligence, or Police Forces, Criminal Groups, or Armed Extremist or Rebel Groups News organizations generally were not subjected to official censorship, but journalists and media watchdogs alleged several instances of government interference."
2024,Philippines,philippines,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Media nonetheless generally remained free, active, and able to express criticism of the government, despite the chilling effect caused by killings of and attacks on journalists, red-tagging, and political and nongovernmental pressure."
2024,Philippines,philippines,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,There were threats and violence against trade union leaders.
2024,Philippines,philippines,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,The law required the participation of 20 percent of the employees in the bargaining unit where the union sought to operate; the International Labor Organization (ILO) called this requirement excessive.
2024,Philippines,philippines,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The Department of Labor, through the Industrial Peace Council, was responsible for coordinating the investigation, prosecution, and resolution of alleged violence and harassment of labor leaders and trade union activists pending before the ILO."
2024,Philippines,philippines,activists,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The Department of Labor, through the Industrial Peace Council, was responsible for coordinating the investigation, prosecution, and resolution of alleged violence and harassment of labor leaders and trade union activists pending before the ILO."
2024,Philippines,philippines,labor unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"For example, some labor unions criticized Labor Department guidelines on labor contracting and subcontracting for not limiting forms of regular, short-term temporary contractual and subcontractual work, which the unions reported could be used to undermine worker protections."
2024,Philippines,philippines,activist,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"On April 10, labor rights activist William Lariosa was allegedly abducted by security personnel (reportedly soldiers of the 1003rd Infantry Brigade, police from a nearby town, and other persons described by witnesses as wearing berets) operating in the area against New People’s Army (NPA) guerrillas."
2024,Philippines,philippines,observers,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"While there were no reliable recent data, informed observers believed two million or more persons were employed as domestic workers, with nearly 85 percent being women or girls, some as young as age 15."
2024,Philippines,philippines,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The government and several NGOs worked to protect the rights of the country’s overseas citizens, most of whom were Philippine Overseas Employment Agency contract or temporary workers."
2024,Philippines,philippines,Center for Law of Armed Conflict,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,The AFP’s Center for Law of Armed Conflict reported no cases of enforced disappearance attributed to or implicating the armed forces from January to July.
2024,Philippines,philippines,human rights groups,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,Human rights groups expressed concern regarding the contribution of corruption to abuses committed by the PNP and other security forces and noted little progress in implementing and enforcing reforms aimed at improving investigations and prosecutions of suspected human rights violations.
2024,Philippines,philippines,Human Rights Watch,international NGO,gazetteer,high,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Impunity was a significant problem in the security forces, particularly in the PNP for abuses committed during the Duterte administration, as reported by local and international human rights organizations such as Amnesty International and Human Rights Watch."
2024,Philippines,philippines,Amnesty International,international NGO,gazetteer,high,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Impunity was a significant problem in the security forces, particularly in the PNP for abuses committed during the Duterte administration, as reported by local and international human rights organizations such as Amnesty International and Human Rights Watch."
2024,Philippines,philippines,international human rights organizations,unnamed/generic,generic,low,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"Impunity was a significant problem in the security forces, particularly in the PNP for abuses committed during the Duterte administration, as reported by local and international human rights organizations such as Amnesty International and Human Rights Watch."
2024,Philippines,philippines,Center for Law of Armed Conflict,named (unclassified),pattern,medium,Section 3. Security of the Person,"a. Torture and Cruel, Inhuman, or Degrading Treatment or Punishment",rules,"The AFP’s Center for Law of Armed Conflict reported that, from January to June, it had not received any allegations against members of the military for alleged extrajudicial killings, forced disappearances, or other rights abuses."
2024,Philippines,philippines,UNICEF,UN body,gazetteer,high,Section 3. Security of the Person,b. Protection of Children,rules,UNICEF monitored the recruitment and use of children in armed conflicts and the release of child soldiers.
2024,Philippines,philippines,International Committee of the Red Cross,international NGO,gazetteer,high,Section 3. Security of the Person,b. Protection of Children,rules,"The Moro Islamic Liberation Front claimed it did not use children as armed combatants, but a representative of the front acknowledged in a July meeting with the International Committee of the Red Cross and diplomatic community representatives that the group used children to cook and run materiel to the front lines during active firefights."
2024,Philippines,philippines,Moro Islamic Liberation Front,named (unclassified),pattern,medium,Section 3. Security of the Person,b. Protection of Children,rules,"The Moro Islamic Liberation Front claimed it did not use children as armed combatants, but a representative of the front acknowledged in a July meeting with the International Committee of the Red Cross and diplomatic community representatives that the group used children to cook and run materiel to the front lines during active firefights."
2024,Philippines,philippines,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the United Nations High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2024,Philippines,philippines,United Nations,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the United Nations High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2024,Philippines,philippines,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"As of June, UNHCR reported 948 recognized refugees in the country."
2024,Philippines,philippines,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"The Department of Justice’s Refugee and Stateless Persons Protections Unit determined which applicants qualified as refugees in accordance with an established, accessible system that NGOs judged to provide basic due process."
2024,Poland,poland,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"During the year, the National Broadcasting Council (NBC) imposed fines or initiated proceedings against private media outlets in relation to the content of their broadcast."
2024,Poland,poland,independent trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Freedom of Association and Collective Bargaining The law provided for the rights of workers to form and join independent trade unions, bargain collectively, and conduct legal strikes."
2024,Poland,poland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to trade unions, the government did not effectively enforce applicable laws."
2024,Poland,poland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Resources, inspections, and remediation efforts were not adequate, and according to trade unions, the penalties allowed by law were too small to deter future violations."
2024,Poland,poland,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The law limited the legal objectives of strikes to resolving disputes regarding wages and working conditions, social benefits, trade union rights, and worker freedoms."
2024,Poland,poland,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,Trade union representatives stated violations of freedom of association and the right to collective bargaining occurred.
2024,Poland,poland,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Union discrimination typically took the forms of intimidation, attempts to challenge the legality of trade union activity, or termination of work contracts without notice or without a justified reason."
2024,Poland,poland,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to trade union representatives, the most common labor rights violations concerned failure to pay for overtime work."
2024,Poland,poland,trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to trade unions, OSH experts actively identified unsafe conditions."
2024,Poland,poland,experts,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to trade unions, OSH experts actively identified unsafe conditions."
2024,Poland,poland,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to trade union representatives, the NLI was committed to eliminating violations of wage, hour, and OSH laws, but due to an insufficient number of labor inspectors and limitation of resources to conduct inspections, the NLI was not able to effectively enforce existing laws."
2024,Poland,poland,nongovernmental organization,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to the Helsinki Foundation and the nongovernmental organization (NGO) Court Watch, there was a small decrease in the use of pretrial detention in the first nine months of the year."
2024,Poland,poland,ngo,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,"According to the Helsinki Foundation and the nongovernmental organization (NGO) Court Watch, there was a small decrease in the use of pretrial detention in the first nine months of the year."
2024,Poland,poland,UNHCR,UN body,gazetteer,high,Section 3. Security of the Person,c. Protection to Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2024,Poland,poland,ngos,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,"The document included a provision for the temporary suspension of access to asylum in the case of a “threat of destabilizing the country by an influx of migrants.” Polish NGOs praised some aspects of the strategy but assessed the proposed temporary suspension of access to asylum violates Polish, European, and international laws and commitments."
2024,Poland,poland,Union of Jewish Communities,named (unclassified),pattern,medium,Section 3. Security of the Person,d. Acts of Antisemitism and Antisemitic Incitement,rules,"The Union of Jewish Communities estimated the Jewish population at 20,000, while other estimates, including by Chief Rabbi of Poland Michael Schudrich, put the number as high as 40,000."
2024,Portugal,portugal,André Ventura,named (unclassified),pattern,medium,Section 1. Life,a. Extrajudicial Killings,rules,"On October 26, thousands of individuals demonstrated demanding justice for Moniz, holding signs with slogans such as “Stop killing us.” The Chega party, whose leader André Ventura said the officer should have been “decorated” and pointed to reports Moniz had a “long” criminal record, led a propolice counterprotest on the same day that drew approximately 300 persons."
2024,Portugal,portugal,labor union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"According to labor union representatives, some workers received threats that union participation would result in negative performance reviews."
2024,Portugal,portugal,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Labor enforcement tended to be less rigorous in sectors such as construction and agriculture, where there were many small or family businesses and where most immigrant workers were employed, according to nongovernmental organizations."
2024,Portugal,portugal,experts,unnamed/generic,generic,low,Section 3. Security of the Person,c. Protection to Refugees,rules,Experts raised concerns regarding what they considered to be shortcomings in the government’s efforts to proactively identify trafficking victims among asylum seekers.
2024,Qatar,qatar,independent trade unions,unnamed/generic,generic,low,Executive Summary,,rules,"Significant human rights issues included credible reports of: disappearances; arbitrary arrest or detention; serious restrictions on freedom of expression and media freedom, including censorship; and the prohibition of independent trade unions and significant or systematic restrictions on workers’ freedom of association."
2024,Qatar,qatar,Qatar University,named (unclassified),pattern,medium,Section 2. Liberty,a. Freedom of the Press,rules,Instructors at Qatar University noted they sometimes exercised self- censorship.
2024,Qatar,qatar,media outlets,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,The government also partially funded other media outlets operating in the country.
2024,Qatar,qatar,observers,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,Some observers and former al-Jazeera employees alleged the government influenced the content produced by that news outlet.
2024,Qatar,qatar,journalists,unnamed/generic,generic,low,Section 2. Liberty,a. Freedom of the Press,rules,"Journalists and publishers self-censored due to political and economic pressures when reporting on government policies or material that could be deemed denigrating to Islam, the ruling family, and relations with neighboring states."
2024,Qatar,qatar,International Labor Organization,UN body,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,A 2017 agreement between the ministry and the International Labor Organization (ILO) included provisions to create these committees with ILO supervision and assistance.
2024,Qatar,qatar,independent trade unions,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Due to the absence of independent trade unions, there were no reports of government enforcement of laws respecting their establishment or operation."
2024,Qatar,qatar,trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"The labor code allowed for only one trade union, the General Union of Workers of Qatar (General Union), which was composed of representative groups known as general committees for workers in various trades or industries."
2024,Qatar,qatar,international trade union,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Several Global Union Federations, including Building and Wood Workers’ International, the International Domestic Workers Federation, the International Trade Union Federation, and the International Transport Workers Federation, had official representatives in the country and focused on labor rights with the permission of the government."
2024,Qatar,qatar,Amnesty International,international NGO,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,"Acceptable Work Conditions Wage and Hour Laws The country had a minimum wage law, but according to the ILO and Amnesty International, it was too low for workers to maintain an adequate standard of living or repay recruitment fees."
2024,Qatar,qatar,Human Rights Watch,international NGO,gazetteer,high,Section 2. Liberty,b. Worker Rights,rules,"Media sources, Human Rights Watch, and the nongovernmental organization (NGO) Migrant Rights reported most employers still required no-objection certificates, which were included in official job change requests in the Ministry of Labor portal."
2024,Qatar,qatar,Migrant Rights,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,"Media sources, Human Rights Watch, and the nongovernmental organization (NGO) Migrant Rights reported most employers still required no-objection certificates, which were included in official job change requests in the Ministry of Labor portal."
2024,Qatar,qatar,nongovernmental organization,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Media sources, Human Rights Watch, and the nongovernmental organization (NGO) Migrant Rights reported most employers still required no-objection certificates, which were included in official job change requests in the Ministry of Labor portal."
2024,Qatar,qatar,ngo,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,"Media sources, Human Rights Watch, and the nongovernmental organization (NGO) Migrant Rights reported most employers still required no-objection certificates, which were included in official job change requests in the Ministry of Labor portal."
2024,Qatar,qatar,Ministry of Labor,named (unclassified),pattern,medium,Section 2. Liberty,b. Worker Rights,rules,The Ministry of Labor reported 351 instances of violations over summer work hour restrictions between June 1 and September 4.
2024,Qatar,qatar,ngos,unnamed/generic,generic,low,Section 2. Liberty,b. Worker Rights,rules,NGOs found that foreign workers faced legal obstacles and lengthy legal processes that prevented them from seeking redress for abuses and exploitative conditions.
2024,Qatar,qatar,international human rights groups,unnamed/generic,generic,low,Section 2. Liberty,c. Disappearance and Abduction,rules,International human rights groups also reported cases of migrant workers being arrested after their employers filed false absconding reports as a form of reprisal for complaining of working conditions.
2024,Qatar,qatar,Search and Follow-Up Department,named (unclassified),pattern,medium,Section 2. Liberty,c. Disappearance and Abduction,rules,"The Ministry of Interior’s Search and Follow-Up Department reported during the year that it dropped absconding charges against 2,554 expatriate workers in the first 10 months of 2023, without providing further details."
