year,country,slug,source,source_type,match,confidence,section,subsection,method,sentence
2023,Uganda,uganda,International Criminal Court,judicial,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"NUP president Robert Kyagulanyi stated on March 1, “this was an amateurish attempt by the UPDF to spin the unfortunate torture of a citizen by the army.” On July 11, media reported a foreign lawyer petitioned the International Criminal Court with testimony from 215 opposition supporters in the country who alleged torture at the hands of security agencies in the aftermath of the 2021 general election."
2023,Uganda,uganda,Robert Kyagulanyi,named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"NUP president Robert Kyagulanyi stated on March 1, “this was an amateurish attempt by the UPDF to spin the unfortunate torture of a citizen by the army.” On July 11, media reported a foreign lawyer petitioned the International Criminal Court with testimony from 215 opposition supporters in the country who alleged torture at the hands of security agencies in the aftermath of the 2021 general election."
2023,Uganda,uganda,human rights organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"A government spokesperson told local media the torture allegations were “attention-seeking propaganda.” Human rights organizations reported police subjected lesbian, gay, bisexual, transgender, queer, or intersex (LGBTQI+) persons to forced anal exams."
2023,Uganda,uganda,Uganda Prisons Service (UPS),named (unclassified),pattern,medium,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,"The Uganda Prisons Service (UPS) reported in July prisons operated at 273 percent over capacity with “four inmates occupying the space allocated for one.” Members of the Human Rights Committee of parliament in March reported some inmates were forced to sleep in bathrooms due to overcrowding, which exposed inmates to disease."
2023,Uganda,uganda,local human rights activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Administration: Local human rights activists reported authorities did not always carry out investigations into credible allegations of mistreatment and only took administrative measures against errant officers if the abuses attracted negative publicity.
2023,Uganda,uganda,local human rights organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Independent Monitoring: Local human rights organizations reported the government permitted monitoring by independent nongovernmental observers.
2023,Uganda,uganda,observers,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,Independent Monitoring: Local human rights organizations reported the government permitted monitoring by independent nongovernmental observers.
2023,Uganda,uganda,International Committee of the Red Cross,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,"c. Torture and Other Cruel, Inhuman, or Degrading",rules,The International Committee of the Red Cross reported it visited 13 places of detention in accordance with its standard procedures.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Although the law prohibited arbitrary arrest and detention, security forces often arbitrarily arrested and detained persons, especially opposition supporters, activists, demonstrators, journalists, and LGBTQI+ persons."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Although the law prohibited arbitrary arrest and detention, security forces often arbitrarily arrested and detained persons, especially opposition supporters, activists, demonstrators, journalists, and LGBTQI+ persons."
2023,Uganda,uganda,human rights organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,d. Arbitrary Arrest or Detention,rules,"Human rights organizations reported illiterate persons were disproportionately more likely to come into conflict with the law and be detained, which led to high rates of abuse of rights to bail and police bond due to a lack of awareness of the right and an inability to afford legal services."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Human rights activists, lawyers, judicial officers, and local media reported that on many occasions, security agencies defied court orders to release detainees or arraign persons they detained without charge, and they reported security agents intimidated judicial officers from offering bail to political detainees."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,"Activists also reported that due to a lack of judicial independence, the judiciary unnecessarily delayed human rights petitions by denying hearing dates or prolonging hearing sessions."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,Political Prisoners and Detainees Authorities detained numerous opposition politicians and activists on politically motivated grounds.
2023,Uganda,uganda,International Committee of the Red Cross,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,e. Denial of Fair Public Trial,rules,The International Committee of the Red Cross and the UHRC reported authorities provided access to places of detention upon request.
2023,Uganda,uganda,human rights organizations,unnamed/generic,generic,low,Section 1. Respect for the Integrity of the Person,g. Property Seizure and Restitution,rules,Human rights organizations reported government and private sector players provided inadequate compensation to families affected by evictions to make way for the East African Crude Oil Pipeline.
2023,Uganda,uganda,Human Rights Watch,international NGO,gazetteer,high,Section 1. Respect for the Integrity of the Person,g. Property Seizure and Restitution,rules,"Human Rights Watch reported in June some affected families spoke of receiving pressure and intimidation from private companies and government officials to accept financial compensation that would be “inadequate to buy replacement land.” A spokesperson for the government’s petroleum regulator dismissed the reports and stated the oil companies building the pipeline abided by local, national, and international standards."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Several activists and journalists reported receiving death threats after participating in online campaigns on X (formerly Twitter) highlighting the poor state of road infrastructure and health services.
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Several activists and journalists reported receiving death threats after participating in online campaigns on X (formerly Twitter) highlighting the poor state of road infrastructure and health services.
2023,Uganda,uganda,Kakwenza Rukirabashaija,named (unclassified),pattern,medium,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Dissident author Kakwenza Rukirabashaija reported government officials blocked the importation and sale of his book The Savage Avenger, which was critical of President Museveni’s son, General Muhoozi Kainerugaba."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Violence and Harassment: Security forces subjected journalists and media houses to violence, harassment, and intimidation."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Local media and media freedom activists reported numerous incidents of security officials, local government officials, and private individuals with connections to government officials assaulting journalists in the course of their work."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Local media and media freedom activists reported numerous incidents of security officials, local government officials, and private individuals with connections to government officials assaulting journalists in the course of their work."
2023,Uganda,uganda,civil society organization,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Civil society organization Human Rights Network for Journalists Uganda also reported several incidents of police officers detaining journalists on the orders of government officials as punishment for unfavorable news coverage.
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Civil society organization Human Rights Network for Journalists Uganda also reported several incidents of police officers detaining journalists on the orders of government officials as punishment for unfavorable news coverage.
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"On October 5, SFC officers arrested 14 journalists as they covered NUP President Kyagulanyi’s return to the country from a foreign trip."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to media freedom activists, SFC officers beat the journalists and confiscated their equipment, before releasing them later that day."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"According to media freedom activists, SFC officers beat the journalists and confiscated their equipment, before releasing them later that day."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,A police statement noted police would investigate reports of assault on the journalists.
2023,Uganda,uganda,journalist,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"On March 5, police arrested journalist Andrew Arinaitwe at a high school outside Kampala on suspicion of criminal trespass as he researched a sexual abuse story."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Censorship or Content Restrictions for Members of the Press and Other Media, Including Online Media: Journalists, opposition politicians, and human rights activists reported authorities wielded control over editorial decisions at public broadcasters and at some private media outlets as well."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Censorship or Content Restrictions for Members of the Press and Other Media, Including Online Media: Journalists, opposition politicians, and human rights activists reported authorities wielded control over editorial decisions at public broadcasters and at some private media outlets as well."
2023,Uganda,uganda,media outlets,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Censorship or Content Restrictions for Members of the Press and Other Media, Including Online Media: Journalists, opposition politicians, and human rights activists reported authorities wielded control over editorial decisions at public broadcasters and at some private media outlets as well."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government penalized those who published items counter to its guidelines and directly and indirectly censored media, including by controlling licensing and advertising and instructing editors to suspend critical journalists."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,Press freedom activists reported the government used advertising to control editorial coverage of private media organizations.
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"The government maintained a 2021 ban of Facebook stemming from the company’s suspension of accounts linked to government officials for “inauthentic behavior.” Journalists, facing government pressure, practiced self-censorship."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,"a. Freedom of Expression, Including for Members of the Press and Other Media",rules,"Nongovernmental Impact: On July 21, media reported unidentified vigilante youth ran out of the opposition Forum for Democratic Change (FDC) secretariat in Kampala and assaulted journalists covering party proceedings at the secretariat, injuring several."
2023,Uganda,uganda,human rights defenders,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,Government failure to investigate or prosecute attacks on human rights defenders and peaceful protesters led to de facto restrictions on freedom of assembly and association.
2023,Uganda,uganda,local nongovernmental organizations,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The government restricted the operations of local nongovernmental organizations (NGOs), especially those working on civil and political rights, including human rights of LGBTQI+ persons, and LGBTQI+ activists reported the government did not fully investigate attacks on LGBTQI+ advocacy organizations."
2023,Uganda,uganda,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The government restricted the operations of local nongovernmental organizations (NGOs), especially those working on civil and political rights, including human rights of LGBTQI+ persons, and LGBTQI+ activists reported the government did not fully investigate attacks on LGBTQI+ advocacy organizations."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The government restricted the operations of local nongovernmental organizations (NGOs), especially those working on civil and political rights, including human rights of LGBTQI+ persons, and LGBTQI+ activists reported the government did not fully investigate attacks on LGBTQI+ advocacy organizations."
2023,Uganda,uganda,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,Government regulations required NGOs to disclose sources of funding and personal information regarding employees and imposed onerous registration and reporting requirements.
2023,Uganda,uganda,nongovernmental organizations,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The regulations enabled the National Bureau for Nongovernmental Organizations (NGO Bureau), a government agency that formally registered organizations, and its local-level structures to deny registration to any organization focused on topics deemed “undesirable” or “prejudicial” to the “dignity of the people of Uganda.” The regulations also provided the NGO Bureau broad powers to inspect NGO offices and records and to suspend NGO activities without due process."
2023,Uganda,uganda,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The regulations enabled the National Bureau for Nongovernmental Organizations (NGO Bureau), a government agency that formally registered organizations, and its local-level structures to deny registration to any organization focused on topics deemed “undesirable” or “prejudicial” to the “dignity of the people of Uganda.” The regulations also provided the NGO Bureau broad powers to inspect NGO offices and records and to suspend NGO activities without due process."
2023,Uganda,uganda,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The NGO Bureau imposed registration, permit renewal, and administrative fees, which local NGOs declared exorbitant."
2023,Uganda,uganda,local ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"The NGO Bureau imposed registration, permit renewal, and administrative fees, which local NGOs declared exorbitant."
2023,Uganda,uganda,ngos,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"NGOs working on civil and political rights reported the NGO Bureau and police officials carried out numerous impromptu inspections of their offices, intimidating staff and threatening to close the premises, sometimes without cause."
2023,Uganda,uganda,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,"NGOs working on civil and political rights reported the NGO Bureau and police officials carried out numerous impromptu inspections of their offices, intimidating staff and threatening to close the premises, sometimes without cause."
2023,Uganda,uganda,ngo,unnamed/generic,generic,low,Section 2. Respect for Civil Liberties,b. Freedoms of Peaceful Assembly and Association,rules,LGBTQI+ organizations reported frequent harassment by security officials and NGO Bureau officials.
2023,Uganda,uganda,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The government cooperated with the Office of the UN High Commissioner for Refugees (UNHCR) and other humanitarian organizations in providing protection and assistance to refugees, returning refugees, or asylum seekers, as well as other persons of concern."
2023,Uganda,uganda,UNHCR,UN body,gazetteer,high,Section 2. Respect for Civil Liberties,e. Protection of Refugees,rules,"The committee was functional, but administrative matters and the influx of asylum seekers caused backlogs, despite efforts by UNHCR and the government to expedite the process."
2023,Uganda,uganda,observers,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"The government held several parliamentary and local government by- elections, which media, opposition parties, and observers reported featured voter harassment, violence, and intimidation by the security forces, as well as ballot stuffing; President Museveni acknowledged some of these allegations."
2023,Uganda,uganda,journalists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,Local media also reported police officers beat two journalists and confiscated their equipment as the journalists covered the distribution of polling materials.
2023,Uganda,uganda,NUP and FDC,named (unclassified),pattern,medium,Section 3. Freedom to Participate in the Political,,rules,The NUP and FDC reported police officers restricted some of their officials from holding public events and blocked some party officials from participating in electoral processes.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,Women activists reported the official fees required to secure a nomination to run for elected office were prohibitively high and prevented most women from running for election.
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"Human rights activists also reported many women were locked out of political positions because they lacked minimum education qualifications for the positions, having been denied the right to education earlier in life."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"Activists reported members of security agencies committed violence and harassment, which discouraged women from voting."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,Women activists reported sexual harassment in political spaces discouraged women from participating in politics.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,"Activists reported the number of women legislators holding open seats dwindled because of the affirmative action policy, which reserved a legislative position for women in each district."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 3. Freedom to Participate in the Political,,rules,Activists also reported persons with a disability were discouraged from seeking electoral office because by law they would be required to show proof they were of sound mind.
2023,Uganda,uganda,civil society organizations,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"The law provided criminal penalties for corruption by officials; however, civil society organizations stated the government did not implement the law effectively."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,"On March 28, police arrested 11 anti-corruption activists when they held a demonstration demanding prosecution of the ministers."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 4. Corruption in Government,,rules,Prosecutors charged the 11 activists with inciting violence and the court remanded them to prison until it released them on bail on May 5.
2023,Uganda,uganda,international human rights groups,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"International and Nongovernmental Monitoring and Investigation of Alleged Abuses of Human Rights A variety of domestic and international human rights groups operated under government restrictions, and government officials sometimes declined to cooperate with these groups."
2023,Uganda,uganda,local ngos,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Local NGOs advocating for the human rights of LGBTQI+ persons faced restrictions and lack of cooperation by the government.
2023,Uganda,uganda,human rights defenders,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Retribution against Human Rights Defenders : Human rights defenders (HRDs) reported receiving numerous threats of arrest and death threats from security officials for their work.
2023,Uganda,uganda,Some HRDs,named (unclassified),pattern,medium,Section 5. Governmental Posture Towards,,rules,Some HRDs reported a certain number of human rights organizations temporarily sent HRDs out of the country for their safety after receiving threats.
2023,Uganda,uganda,human rights organizations,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,Some HRDs reported a certain number of human rights organizations temporarily sent HRDs out of the country for their safety after receiving threats.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,LGBTQI+ activists reported HRDs working with sexual minorities were at a high risk of harassment from both security officials and private individuals.
2023,Uganda,uganda,United Nations,UN body,gazetteer,high,Section 5. Governmental Posture Towards,,rules,The United Nations or Other International Bodies: The government did not cooperate with some UN specialized agencies that monitored human rights.
2023,Uganda,uganda,Office of the UN High Commissioner for Human Rights,UN body,gazetteer,high,Section 5. Governmental Posture Towards,,rules,"On February 3, the government notified the Office of the UN High Commissioner for Human Rights (OHCHR) it would not renew the OHCHR’s mandate in the country."
2023,Uganda,uganda,Ministry of Foreign Affairs,named (unclassified),pattern,medium,Section 5. Governmental Posture Towards,,rules,"The Ministry of Foreign Affairs stated the government had built sufficient human rights monitoring mechanisms, rendering the OHCHR office unnecessary."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"Media and human rights activists alleged the government’s decision was in retaliation for the OHCHR’s criticism of the country’s human rights record, especially in relation to reports of extrajudicial killings in the run-up to the 2021 election."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 5. Governmental Posture Towards,,rules,"The UHRC released its annual report on May 25, but human rights activists criticized the report for ignoring abuse of civil and political rights and rights of the LGBTQI+ community."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Local media and women rights activists reported numerous incidents of rape, sometimes involving kidnapping and killings of women, but authorities were often unable to investigate and hold perpetrators accountable."
2023,Uganda,uganda,academic,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Local media reported perpetrators of rape included persons in positions of authority such as religious leaders, local government officials, police and military officers, health-care workers, and academic staff."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported some police officers sexually abused individuals in commercial sex whom they arrested as a precondition for their release.
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"According to local media and human rights activists, many rape survivors lacked faith in government institutions to bring their abusers to justice and declined to report the crime, while others remained silent to avoid stigmatization."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Human rights activists and local media reported that even when women reported cases of rape to police, officers blamed the women for causing the rape by dressing indecently, took bribes from the alleged perpetrators to stop the investigation, pressured survivors into withdrawing the cases, or simply dismissed the accusations and refused to record them."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported survivors also declined to report cases or participate in investigations because the process of collecting evidence was intrusive and dehumanizing.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Disability rights activists reported women with disabilities, especially blind women, women with mental disabilities, and women living with albinism, were at a disproportionately higher risk for rape and other forms of gender-based violence."
2023,Uganda,uganda,Freedom and Roam Uganda,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,Freedom and Roam Uganda reported lesbians and transgender women suffered gender-based violence and “corrective rape” in reported attempts to change their sexuality.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported in July some elders within the Karamojong community smuggled girls younger than 18 into Kenya to undergo FGM because they believed Kenyan authorities were less diligent in enforcing anti-FGM measures.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Activists also reported some traditional birth attendants within the Karamoja region forced pregnant women seeking services to undergo FGM before attending to them.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Women’s rights activists reported some community elders in the eastern part of the country waited until teenage girls returned home during school holidays and then subjected them to FGM/C, when there was little scrutiny from school officials."
2023,Uganda,uganda,civil society organizations,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Civil society organizations also reported community elders, predominantly women, who conducted FGM/C procedures, continued the practice because they did not have alternative livelihoods to replace the 15,000-to-30,000 Ugandan shillings ($4 to $8) paid for each procedure."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported they built informant networks with local government leaders who shared information on FGM practices and practitioners.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Activists then used the information to report cases to police.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Activists noted, however, that some police officers opted to warn FGM practitioners instead of arresting them."
2023,Uganda,uganda,civil society organizations,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Civil society organizations reported they worked with the government to identify and relocate girls at risk of FGM/C to shelters.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Women’s rights activists reported sexual harassment was a widespread problem in homes, schools, universities, workplaces, public transport, public spaces, media, and the music and entertainment industry."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported low-ranking women officials lacked adequate institutional tools for reporting sexual harassment in the workplace and stigma associated with reporting sexual harassment abuses prevented many survivors from speaking out.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Local media, police, and women’s rights activists reported violence against widows was prevalent."
2023,Uganda,uganda,Wakiso District,named (unclassified),pattern,medium,Section 6. Discrimination and Societal Abuses,,rules,Police officers in Wakiso District reported in June police stations were sometimes overwhelmed by the number of widows seeking shelter after their deceased husband’s families evicted them from the matrimonial property.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Women’s rights activists reported numerous cases of discrimination against women, including in divorce, employment, education, and owning or managing businesses and properties."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Women’s rights activists reported as discriminatory a November 2022 court ruling that wives were not entitled to 50 percent of matrimonial property, as well as a March 2 court ruling that found an evangelical church could lawfully require only women to seek parental consent before marriage, not men."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Human rights activists reported lesbians, transgender, and queer women were at a higher risk of discrimination at public health facilities."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Disability rights activists reported that although persons with disabilities had the right to access reproductive services, the absence of health workers with the ability to communicate with blind and deaf patients meant many persons with disabilities did not receive sufficient information regarding reproductive health services."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Activists reported government sexual and reproductive health programs did not provide for adequate outreach to women with disabilities, leaving many in rural and remote areas without access to the services."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"According to activists, public health institutions did not cater to persons with disabilities when making official communication, for example, by using braille technology."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights activists also reported many women with disabilities depended on close family members for access to sexual and reproductive health services limiting their ability to make free choices regarding their sexual health and limiting their right to privacy.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Activists reported some public health workers declined to attend to pregnant women with disabilities unless they employed a personal caretaker.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"LGBTQI+ activists reported LGBTQI+ persons were able to provide informed consent before receiving reproductive health treatment, although many lesbians and bisexual and queer women preferred to access sexual and reproductive health services at LGBTQI+ drop-in centers as they found public health facilities did not cater to their needs."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"The activists reported some public health officials declined to provide health care, including reproductive health services, to LGBTQI+ persons."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights activists and government officials reported cultural practices in some remote areas impeded access to sexual and reproductive health services for women.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Women’s rights activists reported some public hospitals required women to secure their partner’s consent before accessing some sexual and reproductive health services.
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Activists also reported some religious organizations actively campaigned against women seeking sexual and reproductive health services, and cultural practices that placed a higher premium on women who bore more children prevented some women from accessing sexual and reproductive health services."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Human rights activists reported many public health service providers declined to provide sexual and reproductive health services to teenagers, particularly those age 17 and younger, because the age of consent was 18."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,Human rights activists reported Family and Child Protection Units at police stations provided postexposure prophylaxis for rape survivors but often referred survivors to shelters for emergency contraception.
2023,Uganda,uganda,World Health Organization,UN body,gazetteer,high,Section 6. Discrimination and Societal Abuses,,rules,"Maternal mortality was 189 deaths per 100,000 live births, according to the World Health Organization (WHO) 2022 Demographics and Health Survey."
2023,Uganda,uganda,activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"Media and activists attributed the high rate to an inability of pregnant women to access skilled medical care due to limited funding of public health facilities, which led to understaffing, drug shortages, power outages, a preference for traditional birth attendants over skilled medical workers, and unsafe abortions."
2023,Uganda,uganda,human rights activists,unnamed/generic,generic,low,Section 6. Discrimination and Societal Abuses,,rules,"According to human rights activists and the WHO, the elevated adolescent pregnancy rate was caused by statutory rape, child sexual exploitation, a high rate of school dropouts, and limited knowledge of contraception among teenagers."
